,p_1,p_2
5483,"[338.546, 275.944, 317.647, 298.058, 298.084, 300.711, 308.471, 350.302, 338.468, 389.445, 337.226, 294.175, 351.569, 329.387, 360.672, 365.961, 283.731, 354.215, 299.423, 376.377, 287.713, 407.713, 313.755, 350.315, 358.12, 379.003, 339.904, 431.175, 332.007, 271.973, 339.792, 269.352, 316.376, 274.535, 0, 0]","[506.972, 262.83, 523.886, 278.495, 497.808, 275.911, 478.184, 311.14, 486.05, 295.43, 547.409, 283.744, 550.017, 329.344, 521.298, 348.95, 510.817, 329.448, 472.971, 338.529, 506.869, 368.539, 540.837, 335.942, 556.468, 358.131, 552.572, 381.661, 505.652, 256.276, 514.76, 256.323, 0, 0, 527.775, 256.278]"
5484,"[506.923, 262.846, 525.129, 278.494, 497.792, 275.9, 478.189, 312.438, 484.748, 299.378, 548.62, 284.988, 551.278, 328.156, 522.565, 348.934, 513.417, 329.448, 474.224, 338.59, 506.918, 367.272, 542.159, 335.938, 556.469, 358.097, 552.596, 381.652, 505.607, 256.261, 514.737, 256.338, 0, 0, 527.817, 256.331]","[338.503, 275.953, 317.686, 298.079, 298.083, 301.988, 307.243, 350.287, 338.512, 388.117, 338.509, 295.444, 350.359, 329.397, 359.482, 367.233, 285.001, 352.926, 300.698, 373.81, 288.96, 406.432, 316.349, 350.265, 359.357, 379.003, 342.454, 429.891, 330.704, 271.982, 338.586, 269.362, 316.323, 273.287, 0, 0]"
5485,"[506.923, 262.831, 525.144, 278.488, 497.813, 275.899, 478.223, 312.427, 484.734, 301.975, 548.624, 284.984, 551.279, 328.157, 522.564, 348.93, 513.416, 329.455, 474.214, 338.582, 506.944, 367.271, 542.163, 337.196, 556.458, 358.1, 552.595, 381.643, 505.606, 256.259, 514.731, 256.331, 0, 0, 527.815, 256.327]","[338.506, 277.138, 317.695, 298.088, 298.084, 301.988, 307.231, 350.264, 338.487, 385.51, 338.525, 295.463, 350.363, 329.413, 359.487, 367.269, 284.998, 352.918, 300.685, 375.069, 288.949, 407.695, 316.349, 350.258, 356.829, 377.694, 345.055, 431.189, 330.703, 271.987, 338.593, 269.363, 316.322, 273.292, 0, 0]"
5486,"[506.92, 262.84, 525.127, 278.494, 497.757, 275.916, 482.082, 311.144, 484.685, 304.622, 548.631, 284.986, 551.275, 328.152, 522.564, 348.949, 512.12, 329.428, 472.991, 338.587, 506.928, 368.528, 542.128, 335.932, 556.467, 358.118, 552.579, 381.662, 505.6, 256.262, 514.728, 256.334, 0, 0, 527.82, 256.325]","[338.508, 277.137, 317.697, 298.083, 298.091, 301.991, 307.265, 350.303, 338.532, 382.966, 338.524, 295.454, 351.567, 329.412, 359.478, 368.527, 284.983, 354.189, 300.683, 375.071, 288.938, 407.693, 316.336, 350.276, 358.126, 376.38, 345.053, 431.203, 330.702, 271.988, 338.595, 269.362, 316.322, 273.295, 0, 0]"
5487,"[506.931, 262.855, 525.134, 278.487, 497.767, 275.914, 483.417, 308.491, 484.678, 307.209, 548.631, 284.986, 551.279, 328.159, 522.588, 348.954, 512.123, 329.399, 472.998, 338.596, 506.924, 368.527, 540.875, 335.925, 556.463, 359.388, 552.594, 381.67, 505.603, 256.285, 514.727, 256.34, 0, 0, 527.818, 256.313]","[338.501, 275.944, 317.679, 298.089, 298.09, 302.004, 308.492, 351.586, 341.148, 382.96, 338.489, 295.457, 350.36, 329.405, 359.46, 368.515, 283.726, 354.187, 300.717, 375.072, 288.929, 407.697, 315.035, 350.271, 359.395, 376.388, 346.387, 431.225, 330.7, 271.975, 338.581, 269.347, 316.32, 273.3, 0, 0]"
5488,"[506.932, 262.857, 525.146, 278.487, 497.769, 275.918, 483.437, 308.548, 483.416, 316.34, 548.651, 284.985, 551.286, 328.157, 522.576, 348.957, 512.122, 329.389, 472.968, 338.559, 506.894, 368.539, 540.871, 335.919, 556.482, 359.391, 552.581, 381.677, 505.612, 256.274, 514.718, 256.343, 0, 0, 527.842, 256.307]","[338.516, 275.953, 317.678, 298.073, 298.071, 302.013, 307.185, 350.312, 343.771, 380.353, 338.502, 295.421, 350.35, 329.367, 360.67, 367.236, 283.704, 354.215, 300.689, 375.105, 288.954, 406.41, 313.743, 350.274, 359.397, 389.395, 348.976, 388.124, 330.71, 271.982, 338.603, 269.353, 316.321, 273.285, 0, 0]"
5489,"[506.942, 262.861, 525.154, 278.478, 497.774, 275.908, 483.428, 307.197, 484.662, 315.053, 548.651, 284.98, 551.283, 328.154, 523.849, 348.959, 510.812, 329.366, 471.689, 338.56, 506.888, 368.576, 540.838, 335.922, 556.479, 358.102, 552.582, 381.675, 505.622, 256.29, 514.719, 256.346, 0, 0, 527.852, 256.306]","[338.508, 277.155, 317.658, 298.067, 298.064, 301.987, 307.149, 350.275, 348.916, 377.699, 337.257, 295.429, 350.351, 329.428, 359.488, 365.951, 282.395, 355.508, 300.704, 375.069, 288.95, 406.396, 309.846, 350.297, 358.129, 381.613, 319.055, 380.337, 330.705, 271.999, 338.602, 269.379, 316.325, 273.29, 0, 0]"
5490,"[506.929, 262.851, 525.159, 278.489, 497.786, 275.903, 484.721, 305.921, 483.4, 317.615, 548.648, 284.996, 551.287, 328.156, 522.587, 348.978, 509.504, 329.365, 471.655, 338.578, 506.874, 368.552, 539.582, 335.933, 556.467, 358.121, 552.576, 381.672, 505.609, 256.268, 514.721, 256.332, 0, 0, 527.865, 256.312]","[338.495, 277.189, 317.632, 298.047, 298.054, 300.707, 307.146, 349.014, 348.931, 371.219, 337.216, 294.179, 350.303, 328.099, 360.691, 360.782, 279.838, 356.803, 301.978, 373.772, 288.944, 406.435, 308.554, 350.29, 359.418, 377.707, 320.247, 381.586, 330.699, 273.279, 338.597, 270.689, 316.318, 273.281, 0, 0]"
5491,"[506.952, 262.826, 525.162, 278.515, 497.775, 275.936, 484.763, 307.204, 482.094, 325.51, 548.655, 284.998, 551.289, 328.154, 522.564, 348.977, 512.112, 329.397, 472.94, 338.524, 506.907, 369.806, 540.862, 335.938, 556.477, 359.389, 551.314, 382.905, 505.635, 255.059, 514.747, 256.316, 0, 0, 529.104, 256.322]","[338.534, 277.218, 316.364, 298.049, 298.028, 299.434, 303.294, 348.984, 350.29, 360.796, 334.636, 295.442, 350.259, 328.057, 360.689, 360.761, 278.551, 359.456, 300.725, 372.483, 288.961, 405.12, 308.495, 355.482, 358.093, 367.238, 321.562, 381.665, 330.749, 274.546, 339.815, 271.973, 316.359, 274.544, 0, 0]"
5492,"[506.962, 262.813, 525.157, 278.522, 497.778, 275.946, 485.978, 307.222, 480.8, 328.059, 548.651, 284.998, 551.28, 328.151, 522.562, 348.993, 512.144, 329.418, 472.931, 338.533, 506.9, 369.845, 540.855, 337.194, 556.487, 359.407, 552.57, 382.897, 505.645, 255.045, 514.763, 256.312, 0, 0, 529.128, 256.334]","[338.551, 277.198, 317.591, 298.084, 298.036, 300.683, 305.88, 350.253, 351.574, 359.43, 335.905, 296.729, 350.323, 329.426, 360.782, 363.346, 279.792, 360.717, 303.296, 371.198, 288.971, 406.403, 308.532, 358.076, 358.085, 362.064, 318.93, 381.657, 330.753, 273.302, 339.811, 271.954, 316.352, 274.545, 0, 0]"
5493,"[506.951, 261.535, 525.154, 278.537, 497.771, 277.147, 485.986, 308.5, 478.227, 329.415, 548.652, 285, 551.284, 328.152, 522.558, 348.994, 512.139, 329.418, 472.943, 338.533, 506.875, 369.864, 540.844, 337.201, 556.493, 359.451, 551.313, 382.919, 505.637, 255.031, 514.75, 256.291, 0, 0, 529.123, 256.322]","[338.547, 277.231, 317.588, 298.126, 298.035, 299.423, 305.872, 349.001, 351.59, 354.2, 335.904, 298.046, 358.114, 345.049, 359.48, 369.86, 281.095, 360.741, 303.293, 371.134, 288.974, 406.427, 308.566, 359.366, 356.811, 371.148, 349.012, 392.098, 330.741, 274.559, 339.82, 271.998, 316.336, 274.565, 0, 0]"
5494,"[506.984, 262.83, 525.144, 278.548, 497.758, 277.172, 485.989, 309.821, 478.192, 330.758, 548.65, 284.994, 551.287, 328.145, 522.571, 349, 510.842, 329.389, 472.939, 338.567, 505.616, 365.927, 539.584, 335.929, 556.49, 359.435, 551.312, 382.905, 505.647, 255.06, 515.991, 256.31, 0, 0, 529.141, 256.313]","[338.592, 277.221, 317.616, 298.138, 298.024, 300.679, 307.179, 350.284, 349.026, 350.31, 337.209, 298.035, 359.407, 341.139, 359.435, 369.825, 281.125, 363.321, 307.175, 367.238, 290.229, 403.814, 309.817, 360.723, 358.075, 371.158, 348.985, 386.844, 332.032, 274.558, 339.846, 271.987, 316.369, 274.59, 0, 0]"
5495,"[506.957, 261.545, 525.16, 279.789, 497.801, 277.192, 486.017, 312.423, 478.186, 338.498, 548.649, 284.991, 551.273, 328.149, 521.293, 349.047, 513.405, 329.399, 472.977, 338.588, 512.126, 369.845, 540.841, 335.935, 556.492, 360.696, 551.31, 382.899, 505.626, 255.038, 515.976, 256.283, 0, 0, 529.118, 256.314]","[338.557, 277.235, 316.364, 298.073, 296.79, 300.712, 307.256, 351.581, 348.95, 339.804, 334.641, 295.494, 356.785, 334.643, 359.401, 367.249, 282.429, 362.021, 307.155, 367.249, 288.994, 405.102, 312.422, 359.403, 359.365, 381.584, 350.308, 382.937, 330.76, 274.574, 339.819, 273.257, 316.321, 274.59, 0, 0]"
5496,"[506.955, 261.52, 525.146, 279.818, 497.78, 277.228, 486.021, 312.455, 479.478, 339.796, 548.649, 285.002, 550.013, 329.359, 519.974, 350.275, 512.127, 329.408, 471.682, 338.556, 496.452, 362.114, 540.85, 337.205, 556.484, 359.468, 552.571, 382.896, 505.617, 255.031, 515.974, 256.265, 0, 0, 529.076, 256.303]","[338.543, 277.249, 317.621, 298.08, 296.812, 300.7, 307.192, 350.276, 343.769, 338.473, 337.212, 295.476, 358.134, 329.447, 359.422, 367.243, 282.428, 360.768, 307.264, 367.262, 288.969, 403.798, 312.427, 359.374, 358.098, 380.285, 309.842, 382.88, 330.739, 274.597, 339.807, 274.53, 315.03, 275.816, 0, 0]"
5497,"[506.967, 261.521, 525.141, 279.819, 497.775, 277.235, 486.015, 312.449, 478.208, 339.809, 548.644, 284.998, 550.018, 329.356, 519.978, 350.269, 512.129, 329.408, 471.668, 338.523, 496.491, 362.046, 540.847, 337.207, 556.481, 359.468, 552.568, 382.895, 505.626, 255.036, 515.983, 256.267, 0, 0, 529.073, 256.304]","[338.542, 277.268, 317.607, 298.039, 296.822, 299.428, 305.935, 349.018, 342.472, 334.624, 337.205, 294.156, 355.481, 329.385, 359.439, 367.247, 281.13, 360.743, 307.253, 367.237, 288.95, 403.817, 309.835, 358.113, 358.079, 379.01, 355.489, 380.269, 330.741, 275.819, 339.818, 274.558, 315.035, 275.826, 0, 0]"
5498,"[506.972, 262.827, 525.136, 279.807, 497.776, 277.219, 486.021, 313.716, 476.927, 339.86, 548.642, 284.996, 550.015, 329.354, 519.989, 350.273, 512.106, 329.402, 470.353, 338.522, 495.201, 362.067, 540.85, 337.2, 556.489, 359.423, 552.576, 381.677, 505.611, 256.267, 515.977, 256.289, 0, 0, 527.844, 256.282]","[338.533, 277.258, 316.355, 298.076, 296.779, 300.718, 307.213, 350.268, 339.88, 329.387, 335.935, 294.162, 351.585, 332.021, 359.413, 367.238, 281.112, 360.757, 307.22, 367.24, 288.953, 403.842, 308.57, 358.118, 358.075, 380.279, 351.629, 381.627, 330.708, 275.826, 339.813, 274.54, 312.444, 275.861, 0, 0]"
5499,"[506.981, 262.831, 525.129, 279.81, 497.76, 277.228, 486.036, 313.738, 476.922, 339.857, 548.64, 284.991, 549.996, 329.345, 519.976, 350.279, 512.113, 329.42, 470.369, 338.51, 475.614, 348.996, 540.841, 337.2, 556.477, 359.395, 552.587, 381.676, 505.628, 256.27, 515.98, 256.293, 0, 0, 527.846, 256.278]","[338.469, 277.24, 317.609, 298.059, 296.789, 301.98, 308.47, 349.025, 339.812, 328.089, 337.255, 292.871, 351.589, 333.309, 359.41, 365.967, 281.099, 360.694, 307.22, 367.231, 288.944, 403.825, 309.848, 356.805, 356.789, 379.017, 352.908, 380.324, 329.418, 275.84, 338.547, 273.274, 311.12, 275.872, 0, 0]"
5500,"[506.979, 262.817, 523.89, 279.799, 496.544, 277.222, 486.045, 313.745, 476.922, 339.879, 548.638, 284.985, 549.984, 328.157, 519.987, 350.291, 510.825, 329.423, 470.357, 338.498, 474.311, 346.402, 540.827, 337.208, 556.463, 358.136, 552.593, 382.898, 505.632, 256.261, 515.978, 256.293, 0, 0, 527.835, 256.303]","[337.25, 277.237, 317.61, 298.065, 296.787, 302.009, 308.51, 348.998, 338.578, 325.471, 337.255, 294.14, 351.595, 332.016, 359.417, 367.225, 279.831, 359.465, 307.181, 368.543, 288.948, 403.818, 309.818, 356.807, 354.193, 381.594, 355.512, 381.626, 329.388, 275.842, 338.533, 273.286, 309.865, 275.868, 0, 0]"
5501,"[506.968, 261.555, 523.857, 279.827, 496.514, 277.262, 486.036, 315.014, 476.925, 341.168, 548.626, 284.998, 549.981, 328.159, 519.962, 350.297, 510.809, 329.444, 469.076, 338.511, 474.292, 348.964, 539.591, 337.214, 556.468, 358.108, 552.589, 381.676, 505.624, 255.06, 514.762, 256.285, 0, 0, 527.815, 256.32]","[335.923, 281.092, 316.329, 296.823, 296.751, 303.277, 307.204, 348.985, 337.187, 322.858, 337.191, 288.991, 350.333, 330.744, 359.424, 365.936, 282.408, 359.467, 307.184, 368.574, 288.926, 405.094, 309.842, 355.517, 356.784, 382.943, 351.652, 380.303, 328.144, 277.165, 338.484, 275.876, 309.803, 275.917, 0, 0]"
5502,"[506.966, 261.527, 523.851, 279.832, 496.509, 277.266, 486.035, 315.035, 478.171, 342.485, 548.618, 285, 549.984, 329.348, 519.961, 350.305, 510.817, 329.418, 467.781, 338.506, 474.27, 347.716, 539.587, 337.197, 556.472, 358.085, 552.586, 382.904, 505.621, 255.043, 515.971, 256.266, 0, 0, 527.815, 256.315]","[335.923, 279.84, 312.442, 298.034, 296.751, 301.981, 307.227, 348.954, 335.9, 321.562, 332.013, 290.276, 350.317, 330.727, 359.432, 365.923, 281.115, 359.457, 307.155, 368.578, 287.715, 406.4, 308.507, 355.502, 355.525, 382.955, 352.878, 380.281, 329.377, 277.165, 337.246, 275.881, 309.825, 275.932, 0, 0]"
5503,"[506.965, 261.537, 523.845, 281.09, 496.506, 277.273, 486.018, 315.044, 478.184, 343.742, 547.42, 285.014, 549.991, 329.353, 519.946, 350.308, 510.844, 329.416, 467.787, 338.513, 474.314, 348.972, 540.845, 337.198, 556.455, 359.39, 552.566, 382.891, 505.621, 255.049, 514.758, 256.274, 0, 0, 527.814, 256.321]","[332.023, 283.697, 309.862, 298.059, 296.728, 302.009, 307.254, 348.929, 333.316, 319.015, 329.422, 291.545, 350.296, 330.699, 359.421, 365.951, 279.809, 360.702, 305.902, 369.81, 288.922, 405.124, 307.209, 356.783, 355.506, 384.217, 352.89, 380.319, 328.09, 277.21, 337.183, 275.935, 308.567, 275.939, 0, 0]"
5504,"[506.953, 261.543, 522.589, 281.089, 496.497, 277.262, 486.014, 315.065, 479.499, 343.76, 547.412, 285.03, 549.985, 329.353, 519.947, 350.308, 510.843, 329.377, 467.785, 338.527, 474.334, 347.72, 540.837, 335.923, 556.472, 359.415, 552.577, 382.892, 505.62, 255.044, 514.751, 256.29, 0, 0, 527.802, 256.348]","[332.017, 283.723, 308.558, 298.117, 295.486, 303.306, 307.213, 348.911, 330.687, 318.96, 326.796, 295.465, 350.256, 329.413, 359.41, 367.235, 281.124, 359.461, 305.883, 369.821, 288.94, 405.118, 307.254, 355.502, 355.515, 384.206, 351.632, 380.345, 328.121, 277.228, 334.607, 275.932, 308.565, 277.157, 0, 0]"
5505,"[506.961, 262.812, 522.582, 281.091, 496.493, 277.265, 486.007, 316.3, 479.522, 343.783, 547.408, 285.032, 549.993, 329.362, 519.952, 350.312, 510.838, 329.379, 467.773, 338.547, 474.31, 347.69, 540.841, 335.929, 556.474, 359.447, 552.576, 381.683, 505.624, 255.063, 514.741, 256.307, 0, 0, 527.796, 256.343]","[330.702, 283.692, 307.211, 298.106, 296.714, 302.018, 307.225, 347.687, 329.477, 317.713, 318.963, 295.488, 349.038, 329.39, 359.414, 367.227, 279.833, 359.453, 305.884, 369.83, 288.921, 406.389, 307.16, 355.504, 355.527, 382.941, 311.151, 381.601, 328.102, 277.201, 331.996, 275.859, 309.805, 277.143, 0, 0]"
5506,"[506.955, 262.831, 522.581, 281.09, 496.495, 277.27, 486.003, 316.299, 480.788, 343.788, 547.4, 285.023, 549.99, 329.36, 519.95, 350.314, 512.119, 329.372, 467.757, 338.555, 474.317, 348.941, 540.852, 335.909, 556.475, 359.433, 552.581, 381.683, 505.613, 256.26, 514.743, 256.313, 0, 0, 527.797, 256.335]","[330.723, 282.432, 307.156, 298.091, 295.491, 302.012, 307.219, 347.702, 329.441, 318.912, 317.633, 295.471, 349.038, 329.392, 359.404, 367.218, 279.819, 359.413, 305.872, 369.838, 288.924, 405.121, 304.626, 354.211, 354.211, 382.916, 309.844, 381.607, 328.114, 277.199, 330.706, 275.836, 309.821, 277.144, 0, 0]"
5507,"[330.712, 283.707, 308.521, 298.098, 295.476, 304.583, 307.193, 348.917, 329.357, 318.917, 326.771, 295.428, 350.256, 329.426, 359.391, 365.949, 279.836, 359.413, 303.306, 369.902, 288.943, 405.113, 307.234, 354.209, 352.883, 381.639, 309.846, 381.635, 328.078, 277.224, 330.763, 275.872, 308.572, 277.193, 0, 0]","[506.968, 262.848, 521.289, 281.104, 496.462, 278.496, 486.001, 316.33, 482.077, 343.777, 547.385, 285.022, 549.982, 329.359, 519.952, 350.342, 512.105, 329.391, 467.758, 338.577, 474.329, 348.986, 540.858, 335.91, 556.466, 359.436, 551.312, 382.905, 505.602, 256.278, 515.971, 256.315, 0, 0, 527.784, 256.317]"
5508,"[506.945, 261.548, 521.286, 281.119, 496.468, 278.507, 485.98, 316.334, 480.807, 343.777, 547.372, 285.015, 549.986, 329.356, 519.973, 350.314, 509.55, 329.383, 466.492, 338.564, 474.315, 349.059, 540.837, 335.922, 555.212, 359.445, 551.297, 382.891, 505.572, 256.257, 514.753, 256.266, 0, 0, 527.753, 256.309]","[332.051, 283.703, 312.417, 298.147, 295.481, 305.883, 307.152, 348.968, 328.142, 318.976, 332.014, 295.464, 350.302, 329.447, 359.386, 367.252, 279.825, 359.455, 303.285, 371.138, 288.941, 405.093, 308.499, 355.507, 352.913, 381.649, 311.152, 381.632, 328.125, 277.244, 334.607, 275.88, 308.555, 277.189, 0, 0]"
5509,"[506.95, 261.558, 521.289, 281.121, 496.472, 278.51, 485.973, 316.333, 480.807, 345.046, 547.373, 285.015, 549.991, 329.355, 519.972, 350.312, 510.82, 329.391, 466.492, 338.573, 474.319, 350.221, 540.847, 335.914, 555.216, 359.442, 551.289, 382.89, 505.574, 256.263, 514.757, 256.268, 0, 0, 527.755, 256.304]","[333.326, 282.422, 311.121, 298.143, 295.482, 304.607, 307.156, 348.939, 328.146, 318.977, 330.719, 295.486, 350.275, 329.43, 359.384, 367.241, 279.813, 359.442, 303.288, 371.132, 288.942, 405.102, 308.482, 355.491, 354.184, 381.632, 352.895, 381.604, 328.136, 277.215, 333.327, 275.87, 308.563, 277.171, 0, 0]"
5510,"[506.956, 262.818, 521.281, 281.119, 496.465, 278.506, 485.975, 316.329, 480.785, 345.048, 547.373, 285.012, 549.985, 329.346, 519.971, 350.3, 509.535, 329.381, 466.482, 338.55, 474.33, 350.241, 540.828, 335.92, 555.19, 359.431, 551.292, 382.909, 505.572, 256.273, 514.764, 256.275, 0, 0, 527.755, 256.303]","[330.712, 283.737, 308.482, 298.142, 295.457, 305.892, 307.147, 348.943, 328.151, 318.991, 325.475, 294.18, 349.024, 328.106, 359.391, 367.234, 279.826, 359.455, 303.31, 371.136, 288.933, 405.121, 307.195, 355.496, 352.901, 382.91, 311.154, 381.633, 328.079, 277.237, 330.725, 275.927, 308.561, 277.19, 0, 0]"
5511,"[332.008, 281.129, 308.543, 298.134, 295.454, 305.87, 305.915, 348.939, 328.125, 318.996, 328.078, 295.447, 349.001, 329.373, 359.367, 367.221, 279.825, 359.413, 302.016, 371.2, 288.937, 406.396, 307.206, 355.493, 350.334, 382.922, 312.447, 381.584, 328.102, 277.175, 330.7, 275.858, 308.547, 277.204, 0, 0]","[506.978, 262.839, 521.282, 281.117, 496.468, 278.507, 484.773, 316.357, 480.791, 345.068, 547.374, 285.009, 549.988, 328.153, 519.992, 350.285, 510.806, 329.372, 466.487, 338.533, 474.372, 350.242, 540.828, 334.64, 555.191, 359.425, 551.3, 381.681, 505.593, 256.287, 515.979, 256.293, 0, 0, 527.763, 256.297]"
5512,"[506.976, 262.846, 521.267, 281.114, 496.455, 278.514, 484.77, 316.357, 479.518, 345.062, 547.368, 285.007, 549.988, 328.158, 519.982, 350.292, 509.548, 329.378, 466.489, 338.526, 474.353, 350.24, 539.587, 335.911, 555.219, 359.399, 551.298, 382.904, 505.586, 256.292, 515.974, 256.297, 0, 0, 527.761, 256.281]","[330.715, 279.828, 309.826, 298.095, 295.467, 304.576, 305.937, 348.952, 328.116, 318.999, 329.383, 295.435, 348.999, 329.372, 359.359, 367.216, 279.821, 359.393, 303.293, 371.182, 288.938, 405.117, 308.482, 354.213, 351.603, 384.208, 312.44, 381.596, 326.789, 277.164, 329.473, 275.82, 308.475, 277.203, 0, 0]"
5513,"[329.451, 282.421, 309.84, 298.064, 295.461, 304.592, 307.144, 348.959, 328.101, 319.011, 329.416, 292.862, 349.008, 328.108, 359.344, 367.241, 279.827, 359.376, 303.294, 371.185, 288.944, 405.113, 308.493, 352.912, 350.272, 382.922, 312.429, 381.555, 326.776, 277.22, 329.448, 275.892, 308.488, 277.238, 0, 0]","[506.967, 262.829, 521.269, 281.114, 496.459, 278.51, 484.774, 316.35, 479.501, 345.069, 547.364, 285.008, 549.981, 329.344, 519.981, 350.292, 510.813, 329.375, 466.493, 338.524, 474.301, 349.044, 540.825, 335.905, 555.202, 359.388, 551.306, 382.9, 505.581, 256.281, 515.97, 256.283, 0, 0, 527.755, 256.275]"
5514,"[329.428, 282.44, 308.509, 298.07, 295.428, 304.596, 307.161, 348.959, 328.104, 318.958, 328.053, 294.138, 348.983, 328.076, 358.115, 367.276, 279.794, 359.375, 303.288, 371.173, 288.946, 406.391, 307.197, 352.921, 349.009, 384.221, 0, 0, 326.786, 277.222, 329.413, 275.896, 308.479, 277.232, 0, 0]","[506.977, 262.844, 521.265, 281.112, 496.454, 278.506, 484.78, 316.35, 479.478, 343.786, 547.369, 285.009, 549.978, 329.349, 519.988, 350.285, 509.524, 329.378, 466.494, 338.517, 474.301, 349.007, 539.571, 335.924, 555.21, 359.372, 551.282, 382.903, 505.593, 256.288, 515.977, 256.303, 0, 0, 527.759, 256.293]"
5515,"[328.136, 283.735, 308.474, 298.038, 294.162, 304.608, 307.158, 348.957, 328.114, 318.97, 326.802, 290.275, 348.975, 328.09, 358.123, 368.522, 279.789, 359.379, 303.282, 371.202, 288.939, 406.411, 307.187, 352.924, 349.022, 384.244, 312.447, 381.606, 324.164, 277.271, 329.398, 275.928, 307.213, 277.239, 0, 0]","[506.972, 262.851, 521.253, 281.107, 496.453, 278.502, 484.777, 316.349, 478.224, 345.048, 547.358, 285.005, 549.968, 329.35, 519.974, 350.296, 509.512, 329.365, 467.74, 338.54, 474.268, 349.005, 539.563, 335.92, 555.192, 359.394, 551.286, 382.901, 505.588, 256.294, 514.762, 256.308, 0, 0, 527.749, 256.294]"
5516,"[329.362, 283.71, 309.818, 298.039, 295.424, 303.308, 307.16, 348.973, 328.106, 318.966, 329.42, 292.85, 349.026, 328.136, 358.084, 368.531, 278.543, 359.383, 303.277, 371.191, 288.948, 406.412, 307.23, 354.204, 349.005, 381.631, 313.731, 381.564, 324.175, 277.258, 329.405, 275.917, 307.198, 277.229, 0, 0]","[506.981, 264.116, 521.252, 281.111, 496.456, 278.504, 484.776, 316.337, 478.228, 343.785, 547.358, 285.007, 549.968, 329.358, 519.961, 350.304, 509.509, 328.15, 466.496, 338.55, 474.268, 348.984, 539.558, 335.91, 555.186, 359.443, 551.278, 382.93, 505.597, 256.313, 515.973, 256.343, 0, 0, 527.77, 256.306]"
5517,"[329.374, 283.746, 309.822, 298.041, 295.441, 303.288, 307.145, 348.961, 328.095, 318.981, 329.429, 292.862, 349.011, 329.444, 358.073, 368.548, 278.538, 359.371, 302.004, 371.221, 288.941, 407.693, 307.197, 355.479, 350.278, 382.933, 312.46, 381.587, 324.187, 278.484, 329.412, 275.949, 307.216, 277.249, 0, 0]","[506.981, 264.111, 521.25, 281.109, 496.45, 278.503, 484.782, 316.341, 478.229, 343.777, 547.36, 285.009, 549.965, 329.367, 519.972, 350.296, 509.535, 329.361, 466.488, 338.567, 474.297, 349.045, 539.573, 335.907, 555.185, 359.434, 551.279, 382.927, 505.601, 256.31, 515.973, 256.341, 0, 0, 527.773, 256.32]"
5518,"[506.979, 264.112, 521.254, 281.117, 496.45, 278.508, 484.782, 316.345, 478.226, 345.053, 547.364, 285.018, 549.957, 329.372, 519.97, 350.295, 509.539, 328.15, 466.494, 338.547, 474.257, 348.999, 539.577, 334.64, 555.186, 359.433, 551.29, 382.891, 505.598, 256.308, 515.977, 256.34, 0, 0, 527.782, 256.33]","[329.395, 283.711, 309.823, 298.074, 295.435, 304.607, 305.937, 348.964, 328.086, 318.998, 329.425, 292.869, 349.005, 330.69, 356.793, 368.564, 279.789, 359.371, 301.984, 372.475, 288.942, 406.432, 307.208, 354.214, 349.024, 381.618, 313.741, 381.597, 325.473, 277.258, 329.43, 275.913, 307.246, 277.257, 0, 0]"
5519,"[506.975, 264.111, 521.263, 281.125, 496.454, 278.508, 485.963, 316.34, 478.224, 345.062, 547.371, 285.032, 549.959, 329.376, 519.975, 350.289, 509.528, 328.149, 466.488, 338.547, 474.282, 350.254, 539.569, 335.908, 555.205, 359.441, 551.277, 382.917, 505.595, 256.304, 515.977, 256.34, 0, 0, 527.78, 256.34]","[329.432, 283.73, 309.869, 298.082, 295.418, 305.865, 305.939, 348.968, 328.086, 319, 330.727, 292.877, 349.012, 330.721, 355.502, 369.799, 278.536, 359.392, 302.015, 371.216, 288.946, 406.418, 307.201, 355.495, 348.957, 380.28, 311.147, 381.568, 325.482, 277.27, 329.473, 275.925, 307.217, 278.482, 0, 0]"
5520,"[506.93, 262.817, 521.26, 281.091, 496.453, 278.482, 484.781, 316.32, 478.227, 345.043, 547.369, 285.012, 549.986, 329.361, 519.994, 350.26, 510.805, 328.143, 466.484, 338.54, 474.315, 349.02, 539.587, 334.631, 553.918, 359.438, 552.595, 381.665, 505.577, 256.26, 514.713, 256.313, 0, 0, 527.765, 256.361]","[329.376, 285.03, 308.535, 298.046, 294.155, 305.898, 307.159, 348.971, 328.11, 319.024, 328.106, 290.254, 348.997, 328.068, 355.505, 368.575, 281.124, 358.135, 300.719, 372.507, 288.919, 408.99, 307.253, 351.617, 349.011, 372.464, 315.079, 381.591, 325.455, 278.532, 329.416, 277.189, 307.247, 278.477, 0, 0]"
5521,"[506.927, 262.818, 521.257, 281.097, 496.455, 278.486, 485.965, 316.309, 478.211, 343.743, 547.365, 285.016, 549.988, 329.362, 519.993, 350.273, 510.811, 328.15, 466.492, 338.507, 474.27, 347.676, 539.585, 334.642, 555.184, 359.451, 552.601, 381.663, 505.567, 256.257, 514.718, 256.31, 0, 0, 527.766, 256.363]","[328.069, 285.017, 307.177, 298.076, 294.145, 305.899, 307.155, 348.97, 328.147, 320.256, 320.284, 291.555, 348.94, 326.77, 354.212, 368.528, 281.098, 359.365, 300.721, 373.777, 287.704, 408.993, 307.195, 351.628, 349.011, 371.154, 315.07, 381.585, 322.863, 278.519, 328.153, 277.159, 307.26, 277.246, 0, 0]"
